,Time_Code,Frame_Number,Lattitude,Longtitude,Altitude,Distance,Speed
4970,41:15.4,6734,9.350937,80.108499,200.008,2.657470589,53.503088
4971,41:15.5,6735,9.350937,80.108499,200.008,2.657470589,0
4972,41:15.5,6736,9.350937,80.108499,200.008,2.657470589,0
4973,41:15.5,6737,9.35093,80.108508,200.028,2.658727388,56.47936094
4974,41:15.6,6738,9.35093,80.108508,200.028,2.658727388,0
4975,41:15.6,6739,9.35093,80.108508,200.028,2.658727388,0
4976,41:15.7,6741,9.350924,80.108517,200.02,2.659917958,53.5030906
4977,41:15.7,6742,9.350924,80.108517,200.02,2.659917958,0
4978,41:15.7,6743,9.350918,80.108526,200.03,2.66110853,53.50313113
4979,41:15.8,6744,9.350918,80.108526,200.03,2.66110853,0
4980,41:15.8,6745,9.350918,80.108526,200.03,2.66110853,0
4981,41:15.8,6746,9.350911,80.108535,200.023,2.662365328,56.47930177
4982,41:15.9,6747,9.350911,80.108535,200.023,2.662365328,0
4983,41:15.9,6748,9.350911,80.108535,200.023,2.662365328,0
4984,41:15.9,6749,9.350905,80.108544,200.034,2.6635559,53.5031336
4985,41:16.0,6751,9.350905,80.108544,200.034,2.6635559,0
4986,41:16.0,6752,9.350898,80.108553,200.02,2.664812698,56.47928106
4987,41:16.1,6753,9.350898,80.108553,200.02,2.664812698,0
4988,41:16.1,6754,9.350898,80.108553,200.02,2.664812698,0
4989,41:16.1,6755,9.350892,80.108562,200.03,2.66600327,53.5031361
4990,41:16.2,6756,9.350892,80.108562,200.03,2.66600327,0
4991,41:16.2,6757,9.350892,80.108562,200.03,2.66600327,0
4992,41:16.2,6758,9.350885,80.10857,200.015,2.667171934,52.51860641
4993,41:16.3,6759,9.350885,80.10857,200.015,2.667171934,0
4994,41:16.3,6761,9.350879,80.108579,200.023,2.668362505,53.50308173
4995,41:16.4,6762,9.350879,80.108579,200.023,2.668362505,0
4996,41:16.4,6763,9.350879,80.108579,200.023,2.668362505,0
4997,41:16.4,6764,9.350872,80.108588,200.008,2.669619304,56.4792812
4998,41:16.5,6765,9.350872,80.108588,200.008,2.669619304,0
4999,41:16.5,6766,9.350872,80.108588,200.008,2.669619304,0
5000,41:16.5,6767,9.350866,80.108597,200.017,2.670809875,53.50308418
5001,41:16.6,6768,9.350866,80.108597,200.017,2.670809875,0
5002,41:16.6,6769,9.350866,80.108597,200.017,2.670809875,0
5003,41:16.7,6771,9.350859,80.108606,200.007,2.672066674,56.4792605
5004,41:16.7,6772,9.350859,80.108606,200.007,2.672066674,0
5005,41:16.7,6773,9.350853,80.108615,200.023,2.673257245,53.5030866
5006,41:16.8,6774,9.350853,80.108615,200.023,2.673257245,0
5007,41:16.8,6775,9.350853,80.108615,200.023,2.673257245,0
5008,41:16.8,6776,9.350847,80.108623,200.015,2.674359682,49.54239954
5009,41:16.9,6777,9.350847,80.108623,200.015,2.674359682,0
5010,41:16.9,6778,9.350847,80.108623,200.015,2.674359682,0
5011,41:16.9,6779,9.35084,80.108632,200.024,2.675616481,56.4792431
5012,41:17.0,6781,9.35084,80.108632,200.024,2.675616481,0
5013,41:17.0,6782,9.350834,80.108641,200.004,2.676807053,53.50307268
5014,41:17.1,6783,9.350834,80.108641,200.004,2.676807053,0
5015,41:17.1,6784,9.350834,80.108641,200.004,2.676807053,0
5016,41:17.1,6785,9.350828,80.108649,200.013,2.67790949,49.54238481
5017,41:17.2,6786,9.350828,80.108649,200.013,2.67790949,0
5018,41:17.2,6787,9.350828,80.108649,200.013,2.67790949,0
5019,41:17.2,6788,9.350821,80.108658,199.996,2.679166288,56.47922565
5020,41:17.3,6789,9.350821,80.108658,199.996,2.679166288,0
5021,41:17.3,6791,9.350815,80.108667,200.008,2.68035686,53.5030587
5022,41:17.4,6792,9.350815,80.108667,200.008,2.68035686,0
5023,41:17.4,6793,9.350815,80.108667,200.008,2.68035686,0
5024,41:17.4,6794,9.350808,80.108676,199.996,2.681613659,56.479205
5025,41:17.5,6795,9.350808,80.108676,199.996,2.681613659,0
5026,41:17.5,6796,9.350808,80.108676,199.996,2.681613659,0
5027,41:17.5,6797,9.350802,80.108685,200.01,2.682804231,53.50306106
5028,41:17.6,6798,9.350802,80.108685,200.01,2.682804231,0
5029,41:17.6,6799,9.350802,80.108685,200.01,2.682804231,0
5030,41:18.0,6811,9.350776,80.108721,200.001,2.687698973,219.9644398
5031,41:18.0,6812,9.35077,80.10873,199.987,2.688889546,53.50310572
5032,41:18.1,6813,9.35077,80.10873,199.987,2.688889546,0
5033,41:18.1,6814,9.35077,80.10873,199.987,2.688889546,0
5034,41:18.1,6815,9.350763,80.108739,200.003,2.690146344,56.47910505
5035,41:18.2,6816,9.350763,80.108739,200.003,2.690146344,0
5036,41:18.2,6817,9.350763,80.108739,200.003,2.690146344,0
5037,41:18.2,6818,9.350757,80.108747,199.997,2.691248781,49.54231718
5038,41:18.3,6819,9.350757,80.108747,199.997,2.691248781,0
5039,41:18.3,6821,9.35075,80.108756,200.017,2.692505578,56.47912574
5040,41:18.4,6822,9.35075,80.108756,200.017,2.692505578,0
5041,41:18.4,6823,9.35075,80.108756,200.017,2.692505578,0
5042,41:18.4,6824,9.350744,80.108765,200.009,2.693696152,53.50305402
5043,41:18.5,6825,9.350744,80.108765,200.009,2.693696152,0
5044,41:18.5,6826,9.350744,80.108765,200.009,2.693696152,0
5045,41:18.5,6827,9.350737,80.108774,200.023,2.694952949,56.47910511
5046,41:18.6,6828,9.350737,80.108774,200.023,2.694952949,0
5047,41:18.6,6829,9.350737,80.108774,200.023,2.694952949,0
5048,41:18.7,6831,9.350731,80.108783,200.013,2.696143523,53.50305627
5049,41:18.7,6832,9.350731,80.108783,200.013,2.696143523,0
5050,41:18.7,6833,9.350724,80.108792,200.03,2.69740032,56.47908454
5051,41:18.8,6834,9.350724,80.108792,200.03,2.69740032,0
5052,41:18.8,6835,9.350724,80.108792,200.03,2.69740032,0
5053,41:18.8,6836,9.350718,80.108801,200.022,2.698590894,53.50305847
5054,41:18.9,6837,9.350718,80.108801,200.022,2.698590894,0
5055,41:18.9,6838,9.350718,80.108801,200.022,2.698590894,0
5056,41:18.9,6839,9.350712,80.10881,200.034,2.699781469,53.50309829
5057,41:19.0,6841,9.350712,80.10881,200.034,2.699781469,0
5058,41:19.0,6842,9.350705,80.108818,200.021,2.700950129,52.51824478
5059,41:19.1,6843,9.350705,80.108818,200.021,2.700950129,0
5060,41:19.1,6844,9.350705,80.108818,200.021,2.700950129,0
5061,41:19.1,6845,9.350699,80.108827,200.029,2.702140703,53.50304443
5062,41:19.2,6846,9.350699,80.108827,200.029,2.702140703,0
5063,41:19.2,6847,9.350699,80.108827,200.029,2.702140703,0
5064,41:19.2,6848,9.350692,80.108837,200.013,2.703485638,60.43984322
5065,41:19.3,6849,9.350692,80.108837,200.013,2.703485638,0
5066,41:19.3,6851,9.350685,80.108845,200.024,2.704654298,52.51826719
5067,41:19.4,6852,9.350685,80.108845,200.024,2.704654298,0
5068,41:19.4,6853,9.350685,80.108845,200.024,2.704654298,0
5069,41:19.4,6854,9.350679,80.108854,200.013,2.705844872,53.50300898
5070,41:19.5,6855,9.350679,80.108854,200.013,2.705844872,0
5071,41:19.5,6856,9.350679,80.108854,200.013,2.705844872,0
5072,41:19.5,6857,9.350673,80.108863,200.026,2.707035446,53.50304874
5073,41:19.6,6858,9.350673,80.108863,200.026,2.707035446,0
5074,41:19.6,6859,9.350673,80.108863,200.026,2.707035446,0
5075,41:19.7,6861,9.350666,80.108872,200.009,2.708292243,56.47900567
5076,41:19.7,6862,9.350666,80.108872,200.009,2.708292243,0
5077,41:19.7,6863,9.35066,80.10888,200.017,2.70939468,49.54223821
5078,41:19.8,6864,9.35066,80.10888,200.017,2.70939468,0
5079,41:19.8,6865,9.35066,80.10888,200.017,2.70939468,0
5080,41:19.8,6866,9.350654,80.108888,200.003,2.710497117,49.54223671
5081,41:19.9,6867,9.350654,80.108888,200.003,2.710497117,0
5082,41:19.9,6868,9.350654,80.108888,200.003,2.710497117,0
5083,41:19.9,6869,9.350648,80.108897,200.019,2.711687692,53.50301847
5084,41:20.0,6871,9.350648,80.108897,200.019,2.711687692,0
5085,41:20.0,6872,9.350641,80.108906,200.007,2.712944489,56.4789915
5086,41:20.1,6873,9.350641,80.108906,200.007,2.712944489,0
5087,41:20.1,6874,9.350641,80.108906,200.007,2.712944489,0
5088,41:20.1,6875,9.350635,80.108915,200.019,2.714135064,53.50302051
5089,41:20.2,6876,9.350635,80.108915,200.019,2.714135064,0
5090,41:20.2,6877,9.350635,80.108915,200.019,2.714135064,0
5091,41:20.2,6878,9.350628,80.108924,200.008,2.715391861,56.47897102
5092,41:20.3,6879,9.350628,80.108924,200.008,2.715391861,0
5093,41:20.3,6881,9.350622,80.108933,200.027,2.716582436,53.5030226
5094,41:20.4,6882,9.350622,80.108933,200.027,2.716582436,0
5095,41:20.4,6883,9.350622,80.108933,200.027,2.716582436,0
5096,41:20.4,6884,9.350616,80.108942,200.022,2.717773012,53.50306213
5097,41:20.5,6885,9.350616,80.108942,200.022,2.717773012,0
5098,41:20.5,6886,9.350616,80.108942,200.022,2.717773012,0
5099,41:20.5,6887,9.350609,80.10895,200.028,2.71894167,52.51808377
5100,41:20.6,6888,9.350609,80.10895,200.028,2.71894167,0
5101,41:20.6,6889,9.350609,80.10895,200.028,2.71894167,0
5102,41:20.7,6891,9.350603,80.108959,200.012,2.720132245,53.50300855
5103,41:20.7,6892,9.350603,80.108959,200.012,2.720132245,0
5104,41:20.7,6893,9.350596,80.108968,200.021,2.721389042,56.47893324
5105,41:20.8,6894,9.350596,80.108968,200.021,2.721389042,0
5106,41:20.8,6895,9.350596,80.108968,200.021,2.721389042,0
5107,41:20.8,6896,9.35059,80.108977,200.008,2.722579617,53.50301052
5108,41:20.9,6897,9.35059,80.108977,200.008,2.722579617,0
5109,41:20.9,6898,9.35059,80.108977,200.008,2.722579617,0
5110,41:20.9,6899,9.350584,80.108985,200.015,2.723682054,49.54216464
5111,41:21.3,6911,9.350558,80.10902,200.003,2.72848866,216.0029256
5112,41:21.4,6912,9.350558,80.10902,200.003,2.72848866,0
5113,41:21.4,6913,9.350558,80.10902,200.003,2.72848866,0
5114,41:21.4,6914,9.350552,80.109029,199.987,2.729679236,53.50298231
5115,41:21.5,6915,9.350552,80.109029,199.987,2.729679236,0
5116,41:21.5,6916,9.350552,80.109029,199.987,2.729679236,0
5117,41:21.5,6917,9.350545,80.109038,199.996,2.730936033,56.47887816
5118,41:21.6,6918,9.350545,80.109038,199.996,2.730936033,0
5119,41:21.6,6919,9.350545,80.109038,199.996,2.730936033,0
5120,41:21.7,6921,9.350539,80.109047,199.979,2.732126609,53.5029843
5121,41:21.7,6922,9.350539,80.109047,199.979,2.732126609,0
5122,41:21.7,6923,9.350532,80.109055,199.983,2.733295267,52.5180524
5123,41:21.8,6924,9.350532,80.109055,199.983,2.733295267,0
5124,41:21.8,6925,9.350532,80.109055,199.983,2.733295267,0
5125,41:21.8,6926,9.350526,80.109064,199.971,2.734485842,53.50293094
5126,41:21.9,6927,9.350526,80.109064,199.971,2.734485842,0
5127,41:21.9,6928,9.350526,80.109064,199.971,2.734485842,0
5128,41:21.9,6929,9.35052,80.109073,199.981,2.735676418,53.50297009
5129,41:22.0,6931,9.35052,80.109073,199.981,2.735676418,0
5130,41:22.0,6932,9.350513,80.109082,199.969,2.736933215,56.47884054
5131,41:22.1,6933,9.350513,80.109082,199.969,2.736933215,0
5132,41:22.1,6934,9.350513,80.109082,199.969,2.736933215,0
5133,41:22.1,6935,9.350507,80.10909,199.981,2.738035652,49.54211059
5134,41:22.2,6936,9.350507,80.10909,199.981,2.738035652,0
5135,41:22.2,6937,9.350507,80.10909,199.981,2.738035652,0
5136,41:22.2,6938,9.3505,80.109099,199.968,2.739292449,56.47886077
5137,41:22.3,6939,9.3505,80.109099,199.968,2.739292449,0
5138,41:22.3,6941,9.350494,80.109108,199.982,2.740483025,53.50291882
5139,41:22.4,6942,9.350494,80.109108,199.982,2.740483025,0
5140,41:22.4,6943,9.350494,80.109108,199.982,2.740483025,0
5141,41:22.4,6944,9.350487,80.109117,199.972,2.741739822,56.47884033
5142,41:22.5,6945,9.350487,80.109117,199.972,2.741739822,0
5143,41:22.5,6946,9.350487,80.109117,199.972,2.741739822,0
5144,41:22.5,6947,9.350481,80.109126,199.989,2.742930397,53.50292076
5145,41:22.6,6948,9.350481,80.109126,199.989,2.742930397,0
5146,41:22.6,6949,9.350481,80.109126,199.989,2.742930397,0
5147,41:22.7,6951,9.350474,80.109134,199.979,2.744099057,52.5180386
5148,41:22.7,6952,9.350474,80.109134,199.979,2.744099057,0
5149,41:22.7,6953,9.350468,80.109143,199.994,2.745289632,53.50286759
5150,41:22.8,6954,9.350468,80.109143,199.994,2.745289632,0
5151,41:22.8,6955,9.350468,80.109143,199.994,2.745289632,0
5152,41:22.8,6956,9.350462,80.109152,199.985,2.746480207,53.50290656
5153,41:22.9,6957,9.350462,80.109152,199.985,2.746480207,0
5154,41:22.9,6958,9.350462,80.109152,199.985,2.746480207,0
5155,41:22.9,6959,9.350455,80.109161,199.999,2.747737005,56.47880272
5156,41:23.0,6961,9.350455,80.109161,199.999,2.747737005,0
5157,41:23.0,6962,9.350449,80.10917,199.988,2.748927581,53.50290853
5158,41:23.1,6963,9.350449,80.10917,199.988,2.748927581,0
5159,41:23.1,6964,9.350449,80.10917,199.988,2.748927581,0
5160,41:23.1,6965,9.350442,80.109179,200.003,2.750184377,56.47878233
5161,41:23.2,6966,9.350442,80.109179,200.003,2.750184377,0
5162,41:23.2,6967,9.350442,80.109179,200.003,2.750184377,0
5163,41:23.2,6968,9.350436,80.109188,199.987,2.751374954,53.5029104
5164,41:23.3,6969,9.350436,80.109188,199.987,2.751374954,0
5165,41:23.3,6971,9.350429,80.109196,199.994,2.752543612,52.51794992
5166,41:23.4,6972,9.350429,80.109196,199.994,2.752543612,0
5167,41:23.4,6973,9.350429,80.109196,199.994,2.752543612,0
5168,41:23.4,6974,9.350423,80.109205,199.979,2.753734188,53.50285735
5169,41:23.5,6975,9.350423,80.109205,199.979,2.753734188,0
5170,41:23.5,6976,9.350423,80.109205,199.979,2.753734188,0
5171,41:23.5,6977,9.350416,80.109214,199.988,2.754990985,56.47878205
5172,41:23.6,6978,9.350416,80.109214,199.988,2.754990985,0
5173,41:23.6,6979,9.350416,80.109214,199.988,2.754990985,0
5174,41:23.7,6981,9.35041,80.109223,199.973,2.756181561,53.50285924
5175,41:23.7,6982,9.35041,80.109223,199.973,2.756181561,0
5176,41:23.7,6983,9.350403,80.109232,199.982,2.757438358,56.47876178
5177,41:23.8,6984,9.350403,80.109232,199.982,2.757438358,0
5178,41:23.8,6985,9.350403,80.109232,199.982,2.757438358,0
5179,41:23.8,6986,9.350397,80.109241,199.97,2.758628934,53.50286105
5180,41:23.9,6987,9.350397,80.109241,199.97,2.758628934,0
5181,41:23.9,6988,9.350397,80.109241,199.97,2.758628934,0
5182,41:23.9,6989,9.35039,80.10925,199.978,2.759885731,56.47874146
5183,41:24.0,6991,9.35039,80.10925,199.978,2.759885731,0
5184,41:24.0,6992,9.350384,80.109258,199.963,2.760988169,49.54202025
5185,41:24.1,6993,9.350384,80.109258,199.963,2.760988169,0
5186,41:24.1,6994,9.350384,80.109258,199.963,2.760988169,0
5187,41:24.1,6995,9.350377,80.109267,199.975,2.762244966,56.47876143
5188,41:24.2,6996,9.350377,80.109267,199.975,2.762244966,0
5189,41:24.2,6997,9.350377,80.109267,199.975,2.762244966,0
5190,41:24.2,6998,9.350371,80.109276,199.963,2.763435542,53.50280999
5191,41:24.3,6999,9.350371,80.109276,199.963,2.763435542,0
5192,41:28.0,7111,9.350133,80.109597,199.883,2.807488756,1979.682528
5193,41:28.0,7112,9.350126,80.109606,199.87,2.808745558,56.47870972
5194,41:28.1,7113,9.350126,80.109606,199.87,2.808745558,0
5195,41:28.1,7114,9.350126,80.109606,199.87,2.808745558,0
5196,41:28.1,7115,9.35012,80.109615,199.881,2.809936128,53.5023822
5197,41:28.2,7116,9.35012,80.109615,199.881,2.809936128,0
5198,41:28.2,7117,9.35012,80.109615,199.881,2.809936128,0
5199,41:28.2,7118,9.350113,80.109624,199.875,2.81119293,56.47868939
5200,41:28.3,7119,9.350113,80.109624,199.875,2.81119293,0
5201,41:28.3,7121,9.350107,80.109633,199.885,2.812383501,53.50238407
5202,41:28.4,7122,9.350107,80.109633,199.885,2.812383501,0
5203,41:28.4,7123,9.350107,80.109633,199.885,2.812383501,0
5204,41:28.4,7124,9.3501,80.109641,199.876,2.813552172,52.51820326
5205,41:28.5,7125,9.3501,80.109641,199.876,2.813552172,0
5206,41:28.5,7126,9.3501,80.109641,199.876,2.813552172,0
5207,41:28.5,7127,9.350094,80.10965,199.891,2.814742742,53.50233205
5208,41:28.6,7128,9.350094,80.10965,199.891,2.814742742,0
5209,41:28.6,7129,9.350094,80.10965,199.891,2.814742742,0
5210,41:28.7,7131,9.350088,80.109659,199.885,2.815933314,53.50237014
5211,41:28.7,7132,9.350088,80.109659,199.885,2.815933314,0
5212,41:28.7,7133,9.350081,80.109668,199.903,2.817190115,56.47865171
5213,41:28.8,7134,9.350081,80.109668,199.903,2.817190115,0
5214,41:28.8,7135,9.350081,80.109668,199.903,2.817190115,0
5215,41:28.8,7136,9.350075,80.109677,199.898,2.818380687,53.50237202
5216,41:28.9,7137,9.350075,80.109677,199.898,2.818380687,0
5217,41:28.9,7138,9.350075,80.109677,199.898,2.818380687,0
5218,41:28.9,7139,9.350068,80.109686,199.919,2.819637488,56.47863141
5219,41:29.0,7141,9.350068,80.109686,199.919,2.819637488,0
5220,41:29.0,7142,9.350062,80.109694,199.912,2.820739928,49.5418381
5221,41:29.1,7143,9.350062,80.109694,199.912,2.820739928,0
5222,41:29.1,7144,9.350062,80.109694,199.912,2.820739928,0
5223,41:29.1,7145,9.350056,80.109703,199.931,2.821930499,53.50235806
5224,41:29.2,7146,9.350056,80.109703,199.931,2.821930499,0
5225,41:29.2,7147,9.350056,80.109703,199.931,2.821930499,0
5226,41:29.2,7148,9.350049,80.109712,199.93,2.823187301,56.47861401
5227,41:29.3,7149,9.350049,80.109712,199.93,2.823187301,0
5228,41:29.3,7151,9.350043,80.109721,199.951,2.824377873,53.50235985
5229,41:29.4,7152,9.350043,80.109721,199.951,2.824377873,0
5230,41:29.4,7153,9.350043,80.109721,199.951,2.824377873,0
5231,41:29.4,7154,9.350036,80.10973,199.944,2.825634674,56.4785938
5232,41:29.5,7155,9.350036,80.10973,199.944,2.825634674,0
5233,41:29.5,7156,9.350036,80.10973,199.944,2.825634674,0
5234,41:29.5,7157,9.35003,80.109739,199.964,2.826825247,53.50236167
5235,41:29.6,7158,9.35003,80.109739,199.964,2.826825247,0
5236,41:29.6,7159,9.35003,80.109739,199.964,2.826825247,0
5237,41:29.7,7161,9.350023,80.109747,199.955,2.827993916,52.51806116
5238,41:29.7,7162,9.350023,80.109747,199.955,2.827993916,0
5239,41:29.7,7163,9.350017,80.109756,199.974,2.829184487,53.50230986
5240,41:29.8,7164,9.350017,80.109756,199.974,2.829184487,0
5241,41:29.8,7165,9.350017,80.109756,199.974,2.829184487,0
5242,41:29.8,7166,9.35001,80.109766,199.968,2.830529421,60.43911974
5243,41:29.9,7167,9.35001,80.109766,199.968,2.830529421,0
5244,41:29.9,7168,9.35001,80.109766,199.968,2.830529421,0
5245,41:29.9,7169,9.350003,80.109775,199.984,2.831786223,56.47856969
5246,41:30.0,7171,9.350003,80.109775,199.984,2.831786223,0
5247,41:30.0,7172,9.349997,80.109783,199.974,2.832888662,49.54178689
5248,41:30.1,7173,9.349997,80.109783,199.974,2.832888662,0
5249,41:30.1,7174,9.349997,80.109783,199.974,2.832888662,0
5250,41:30.1,7175,9.349991,80.109792,199.992,2.834079234,53.50231338
5251,41:30.2,7176,9.349991,80.109792,199.992,2.834079234,0
5252,41:30.2,7177,9.349991,80.109792,199.992,2.834079234,0
5253,41:30.2,7178,9.349985,80.109801,199.981,2.835269807,53.50235116
5254,41:30.3,7179,9.349985,80.109801,199.981,2.835269807,0
5255,41:30.3,7181,9.349978,80.109809,199.998,2.836438475,52.51797295
5256,41:30.4,7182,9.349978,80.109809,199.998,2.836438475,0
5257,41:30.4,7183,9.349978,80.109809,199.998,2.836438475,0
5258,41:30.4,7184,9.349972,80.109818,199.99,2.837629047,53.50229946
5259,41:30.5,7185,9.349972,80.109818,199.99,2.837629047,0
5260,41:30.5,7186,9.349972,80.109818,199.99,2.837629047,0
5261,41:30.5,7187,9.349965,80.109827,200.011,2.838885849,56.47853474
5262,41:30.6,7188,9.349965,80.109827,200.011,2.838885849,0
5263,41:30.6,7189,9.349965,80.109827,200.011,2.838885849,0
5264,41:30.7,7191,9.349959,80.109836,200.006,2.840076421,53.50230116
5265,41:30.7,7192,9.349959,80.109836,200.006,2.840076421,0
5266,41:30.7,7193,9.349952,80.109845,200.02,2.841333223,56.47851464
5267,41:30.8,7194,9.349952,80.109845,200.02,2.841333223,0
5268,41:30.8,7195,9.349952,80.109845,200.02,2.841333223,0
5269,41:30.8,7196,9.349946,80.109853,200.013,2.842435662,49.54174437
5270,41:30.9,7197,9.349946,80.109853,200.013,2.842435662,0
5271,41:30.9,7198,9.349946,80.109853,200.013,2.842435662,0
5272,41:30.9,7199,9.349939,80.109862,200.031,2.843692464,56.47853351
5273,41:31.3,7211,9.349913,80.109898,200.035,2.848587212,219.9614739
5274,41:31.4,7212,9.349913,80.109898,200.035,2.848587212,0
5275,41:31.4,7213,9.349913,80.109898,200.035,2.848587212,0
5276,41:31.4,7214,9.349906,80.109907,200.019,2.849844014,56.47850932
5277,41:31.5,7215,9.349906,80.109907,200.019,2.849844014,0
5278,41:31.5,7216,9.349906,80.109907,200.019,2.849844014,0
5279,41:31.5,7217,9.3499,80.109916,200.028,2.851034586,53.50221867
5280,41:31.6,7218,9.3499,80.109916,200.028,2.851034586,0
5281,41:31.6,7219,9.3499,80.109916,200.028,2.851034586,0
5282,41:31.7,7221,9.349894,80.109924,200.009,2.852137025,49.54170635
5283,41:31.7,7222,9.349894,80.109924,200.009,2.852137025,0
5284,41:31.7,7223,9.349887,80.109933,200.016,2.853393828,56.4784918
5285,41:31.8,7224,9.349887,80.109933,200.016,2.853393828,0
5286,41:31.8,7225,9.349887,80.109933,200.016,2.853393828,0
5287,41:31.8,7226,9.349881,80.109942,199.996,2.854584399,53.50220483
5288,41:31.9,7227,9.349881,80.109942,199.996,2.854584399,0
5289,41:31.9,7228,9.349881,80.109942,199.996,2.854584399,0
5290,41:31.9,7229,9.349874,80.109951,200.005,2.855841202,56.47847167
5291,41:32.0,7231,9.349874,80.109951,200.005,2.855841202,0
5292,41:32.0,7232,9.349868,80.109959,199.989,2.856943641,49.54169436
5293,41:32.1,7233,9.349868,80.109959,199.989,2.856943641,0
5294,41:32.1,7234,9.349868,80.109959,199.989,2.856943641,0
5295,41:32.1,7235,9.349861,80.109968,200.003,2.858200444,56.47849036
5296,41:32.2,7236,9.349861,80.109968,200.003,2.858200444,0
5297,41:32.2,7237,9.349861,80.109968,200.003,2.858200444,0
5298,41:32.2,7238,9.349855,80.109977,199.988,2.859391015,53.50215512
5299,41:32.3,7239,9.349855,80.109977,199.988,2.859391015,0
5300,41:32.4,7241,9.349849,80.109985,199.998,2.860493455,49.54167957
5301,41:32.4,7242,9.349849,80.109985,199.998,2.860493455,0
5302,41:32.4,7243,9.349849,80.109985,199.998,2.860493455,0
5303,41:32.5,7244,9.349842,80.109994,199.985,2.861750258,56.47847292
5304,41:32.5,7245,9.349842,80.109994,199.985,2.861750258,0
5305,41:32.5,7246,9.349842,80.109994,199.985,2.861750258,0
5306,41:32.6,7247,9.349836,80.110003,199.997,2.862940829,53.50214125
5307,41:32.6,7248,9.349836,80.110003,199.997,2.862940829,0
5308,41:32.6,7249,9.349836,80.110003,199.997,2.862940829,0
5309,41:32.7,7251,9.349829,80.110012,199.987,2.864197632,56.47845275
5310,41:32.7,7252,9.349829,80.110012,199.987,2.864197632,0
5311,41:32.7,7253,9.349823,80.110021,199.999,2.865388203,53.50214289
5312,41:32.8,7254,9.349823,80.110021,199.999,2.865388203,0
5313,41:32.8,7255,9.349823,80.110021,199.999,2.865388203,0
5314,41:32.8,7256,9.349817,80.110029,199.985,2.866490643,49.54165181
5315,41:32.9,7257,9.349817,80.110029,199.985,2.866490643,0
5316,41:32.9,7258,9.349817,80.110029,199.985,2.866490643,0
5317,41:33.0,7259,9.34981,80.110038,199.997,2.867747446,56.47843534
5318,41:33.0,7261,9.34981,80.110038,199.997,2.867747446,0
5319,41:33.1,7262,9.349804,80.110047,199.987,2.868938018,53.50212894
5320,41:33.1,7263,9.349804,80.110047,199.987,2.868938018,0
5321,41:33.1,7264,9.349804,80.110047,199.987,2.868938018,0
5322,41:33.2,7265,9.349797,80.110056,199.999,2.87019482,56.47841525
5323,41:33.2,7266,9.349797,80.110056,199.999,2.87019482,0
5324,41:33.2,7267,9.349797,80.110056,199.999,2.87019482,0
5325,41:33.3,7268,9.349791,80.110065,199.984,2.871385392,53.50213061
5326,41:33.3,7269,9.349791,80.110065,199.984,2.871385392,0
5327,41:33.4,7271,9.349784,80.110073,199.999,2.872554063,52.51794272
5328,41:33.4,7272,9.349784,80.110073,199.999,2.872554063,0
5329,41:33.4,7273,9.349784,80.110073,199.999,2.872554063,0
5330,41:33.5,7274,9.349778,80.110082,199.996,2.873744634,53.50207945
5331,41:33.5,7275,9.349778,80.110082,199.996,2.873744634,0
5332,41:33.5,7276,9.349778,80.110082,199.996,2.873744634,0
5333,41:33.6,7277,9.349772,80.110091,200.02,2.874935206,53.50211664
5334,41:33.6,7278,9.349772,80.110091,200.02,2.874935206,0
5335,41:33.6,7279,9.349765,80.1101,200.021,2.876192009,56.47837772
5336,41:33.7,7281,9.349765,80.1101,200.021,2.876192009,0
5337,41:33.7,7282,9.349759,80.110109,200.054,2.877382581,53.5021182
5338,41:33.8,7283,9.349759,80.110109,200.054,2.877382581,0
5339,41:33.8,7284,9.349759,80.110109,200.054,2.877382581,0
5340,41:33.8,7285,9.349752,80.110117,200.052,2.878551252,52.51788979
5341,41:33.9,7286,9.349752,80.110117,200.052,2.878551252,0
5342,41:33.9,7287,9.349752,80.110117,200.052,2.878551252,0
5343,41:33.9,7288,9.349752,80.110117,200.052,2.878551252,0
5344,41:34.0,7289,9.349746,80.110126,200.071,2.879741823,53.50206713
5345,41:34.0,7291,9.349746,80.110126,200.071,2.879741823,0
5346,41:34.1,7292,9.34974,80.110135,200.066,2.880932396,53.50210432
5347,41:34.1,7293,9.34974,80.110135,200.066,2.880932396,0
5348,41:34.1,7294,9.349733,80.110144,200.091,2.882189198,56.47834024
5349,41:34.2,7295,9.349733,80.110144,200.091,2.882189198,0
5350,41:34.2,7296,9.349733,80.110144,200.091,2.882189198,0
5351,41:34.2,7297,9.349733,80.110144,200.091,2.882189198,0
5352,41:34.3,7298,9.349727,80.110153,200.079,2.883379771,53.5021058
5353,41:34.3,7299,9.349727,80.110153,200.079,2.883379771,0
5354,41:34.7,7311,9.349701,80.110188,200.079,2.888186388,216.0002506
5355,41:34.7,7312,9.349695,80.110197,200.089,2.889376961,53.50209339
5356,41:34.8,7313,9.349695,80.110197,200.089,2.889376961,0
5357,41:34.8,7314,9.349695,80.110197,200.089,2.889376961,0
5358,41:34.8,7315,9.349695,80.110197,200.089,2.889376961,0
5359,41:34.9,7316,9.349688,80.110205,200.073,2.89054563,52.51778409
5360,41:34.9,7317,9.349688,80.110205,200.073,2.89054563,0
5361,41:34.9,7318,9.349682,80.110214,200.083,2.891736202,53.50204248
5362,41:35.0,7319,9.349682,80.110214,200.083,2.891736202,0
